person	process	process_kind	document_count	documents
П.П. Григорьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7157
П.П. Северовым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4070
П.Т. Богачева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6816
П.Ф. Поляковым	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5189
Пятаков	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11082
Пятаков	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8613
Р.А. Грюнштейн	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5669
Р.Г. Миндель	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5005
Р.И. Тодорской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7186
Р.И. Эйхе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6888
Р.П. Катаняна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6875
Р.Ф. Брамбилло	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8013
Радек	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11077
Радек	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8621
С.А. Асилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7153
С.А. Бабенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6520
С.А. Посвольского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6640
С.А. Раевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5963
С.А. Розентретера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5615
С.А. Руднева	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5151
С.А. Саркисова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6974
С.А. Туровского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6152
С.А. Чихладзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7974
С.А. Шахиджанян	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5424
С.В. Мрачковском	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	7419
С.В. Носова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7952
С.В. Слащева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5539
С.Г. Виноградова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8480
С.Г. Гродзенского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5824
С.Г. Радомысльского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6842
С.Г. Радомысльского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6242
С.Г. Семенова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4353
С.Г. Томсинского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5652
С.Е. Эйдмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5916
С.И. Кавтарадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7174
С.Л. Кривоноса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5898
С.Л. Свирского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	8873
С.М. Житомирского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5170
С.М. Закс-Гладнев	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	7450
С.М. Закс-Гладнев	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5732
С.М. Тамаркина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8020
С.Н. Бограчева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4066
С.Н. Бограчевым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4136
С.Н. Седых	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5637
С.Н. Цыбульника	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9486
С.О. Акопьяна	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7902
С.П. Раевского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5052
С.П. Распевакина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5585
С.П. Терихова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4833
С.С. Раввы	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7707
С.Т. Узданского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5219
С.Ф. Васильченко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5529
С.Ф. Гелашвили	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6901
С.Х. Варданиана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6294
Седов	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9657
Сокольников	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8605
Сталин	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	7214
Т.В. Мешковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5566
Ф.А. Ксенофонтова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7982
Ф.В. Кипарисова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6486
Ф.В. Медведева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6798
Ф.В. Яблонской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5818
Ф.Г. Наливайко	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3902
Ф.Д. Корнюшина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7847
Ф.И. Мерзликина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7258
Ф.И. Музыки	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5193
Ф.И. Никогда	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6990
Ф.И. Шубина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7045
Ф.К. Розенбаха	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7298
Ф.П. Медведева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7377
Ф.П. Швальбе	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	7675
Ф.Ф. Иоэльсон	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5880
Х.А. Лившиц	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7281
Членов	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5789
Членов	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8704
Ш.М. Дволайцкого	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6868
Э.Г. Лейкина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4417
Э.З. Гольденберга	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8541
Э.К. Константа	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5710
Э.Н. Адунской	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5790
Э.Р. Петерсон	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5814
Ю.Г. Островского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6244
Ю.Д. Урусова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5232
Ю.И. Дуката	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8001
Ю.Р. Закгейма	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5403
Ю.С. Фридлянда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5558
Я.А. Лившицем	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6360
Я.В. Апушкина	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5060
Я.И. Зайдмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5850
Я.К. Яглома	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7656
Я.М. Урановского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5635
Я.П. Гальперина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5653
Я.П. Новикова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5375
Я.Ф. Городецкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7006
Я.Ф. Шарова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4089
Я.Х. Петерса	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9926
Я.Э. Рудзутаку	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8559
Я.Э. Стэна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5848
Я.Ю. Харита	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7930
