person	document_count	total_words	first_date	last_date	organization_diversity	family_diversity	process_diversity	collection_diversity	document_type_diversity	institutional_breadth_score	centrality_score	top_families	top_organizations	top_processes	top_collections	top_document_types	interpretation_note
Л.Д. Гогоберидзе	2	11783	1936-10-29T16:46:49	1937-03-17T11:06:09	9	6	2	1	1	33	130	party_apparatus:2 | security_apparatus:2 | international:2 | state_apparatus:2 | press_media:1 | judicial_apparatus:1	ГУГБ:2 | НКВД:2 | Совнарком:2 | ВКП(б):2 | ЦК ВКП(б):2 | Коминтерн:2 | Верховный Суд СССР:1 | Правда:1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.В. Кузьмина	7	35871	1933-02-07T11:40:21	1937-02-23T15:38:04	9	5	1	3	2	31	127	party_apparatus:7 | international:6 | press_media:3 | state_apparatus:2 | security_apparatus:1	ВКП(б):7 | ЦК ВКП(б):6 | Коминтерн:5 | Правда:3 | ИККИ:2 | Совнарком:2 | ГУГБ:1 | Политбюро:1 | Известия:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:7	ПРЕДЫСТОРИЯ:5 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1 | ДРУГИЕ ДОКУМЕНТЫ:1	special_report:4 | interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.Е. Ворошилова	4	7430	1935-01-25T01:19:00	1936-10-06T17:03:46	6	4	4	3	3	32	127	party_apparatus:4 | press_media:3 | international:1 | security_apparatus:1	ВКП(б):4 | ЦК ВКП(б):4 | Правда:3 | Политбюро:2 | Коминтерн:1 | ГУГБ:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2 | ДРУГИЕ ДОКУМЕНТЫ:1 | БУХАРИН:1	letter:2 | special_report:1 | correspondence:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.А. Розенфельд	16	13198	1935-02-12T05:35:00	1935-04-27T00:10:00	8	4	1	2	4	28	126	security_apparatus:15 | party_apparatus:8 | press_media:1 | state_apparatus:1	ГУГБ:15 | НКВД:11 | ВКП(б):8 | ЦК ВКП(б):5 | Известия:1 | Политбюро:1 | КПК:1 | ЦИК СССР:1	КРЕМЛЕВСКОЕ ДЕЛО:16	МАТЕРИАЛЫ СЛЕДСТВИЯ:15 | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1	interrogation_protocol:8 | special_report:5 | confrontation_protocol:2 | reference_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.А. Дрейцера	7	20634	1936-06-11T01:14:00	1936-08-14T03:10:00	10	5	1	1	2	30	126	security_apparatus:7 | party_apparatus:7 | press_media:4 | international:2 | judicial_apparatus:1	НКВД:7 | ВКП(б):7 | ГУГБ:6 | Правда:4 | ЦК ВКП(б):4 | Коминтерн:2 | КПК:1 | Известия:1 | Прокуратура СССР:1 | Политбюро:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:7	МАТЕРИАЛЫ СЛЕДСТВИЯ:7	special_report:4 | interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Д.П. Марецкого	3	12832	1933-02-20T14:19:20	1937-03-10T20:25:13	9	5	1	2	3	31	124	party_apparatus:3 | security_apparatus:2 | international:2 | press_media:1 | state_apparatus:1	ВКП(б):3 | ГУГБ:2 | Коминтерн:2 | КПК:1 | ИККИ:1 | Правда:1 | Совнарком:1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:3	ПРЕДЫСТОРИЯ:2 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	statement:1 | special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.С. Енукидзе	8	10998	1934-12-28T15:35:39	1935-08-26T13:51:45	8	5	1	3	2	30	123	party_apparatus:6 | press_media:5 | security_apparatus:5 | state_apparatus:4 | international:1	ЦК ВКП(б):6 | ВКП(б):6 | Правда:5 | НКВД:5 | ЦИК СССР:4 | Секретариат ЦИК СССР:2 | Политбюро:1 | Коминтерн:1	КРЕМЛЕВСКОЕ ДЕЛО:8	ДРУГИЕ ДОКУМЕНТЫ:6 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1 | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1	letter:7 | data_extract:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.М. Закс-Гладнев	2	8900	1936-04-24T17:06:51	1936-08-03T00:10:00	8	5	2	2	2	31	122	international:2 | security_apparatus:1 | press_media:1 | party_apparatus:1 | state_apparatus:1	Коминтерн:2 | ГУГБ:1 | ЦИК СССР:1 | ИККИ:1 | Правда:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	letter:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Д. Зайцева	2	13395	1936-12-24T20:15:51	1937-01-11T13:55:18	9	5	2	1	1	30	120	press_media:2 | security_apparatus:2 | party_apparatus:2 | state_apparatus:1 | international:1	ГУГБ:2 | Правда:2 | ВКП(б):2 | ЦК ВКП(б):2 | Совнарком:1 | ИККИ:1 | НКВД:1 | Политбюро:1 | Коминтерн:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.Н. Яковлева	9	8431	1935-01-01T06:00:00	1936-10-01T18:30:00	7	4	3	1	2	28	119	security_apparatus:9 | party_apparatus:6 | international:3 | state_apparatus:1	ГУГБ:9 | ВКП(б):6 | НКВД:4 | Коминтерн:3 | ЦК ВКП(б):3 | ЦИК СССР:1 | ИНО ГУГБ:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:9	interrogation_protocol:7 | special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.А. Кушнера	4	8244	1936-09-20T00:36:00	1936-12-31T15:43:29	10	4	1	1	3	28	117	party_apparatus:4 | security_apparatus:4 | international:1 | press_media:1	ГУГБ:4 | НКВД:4 | ВКП(б):4 | ЦК ВКП(б):4 | ИНО ГУГБ:2 | Коминтерн:1 | КПК:1 | ОО ГУГБ НКВД:1 | Правда:1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	special_report:2 | interrogation_protocol:1 | administrative_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
П.Ф. Сапожникова	3	33415	1936-09-08T00:36:00	1936-12-26T00:29:00	9	5	1	1	2	29	117	international:3 | party_apparatus:3 | security_apparatus:2 | press_media:2 | state_apparatus:1	ВКП(б):3 | Коминтерн:3 | ГУГБ:2 | Правда:2 | ЦК ВКП(б):2 | Политбюро:2 | Совнарком:1 | НКВД:1 | КПК:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:2 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.И. Анишева	12	8055	1934-12-27T04:00:00	1935-01-11T01:00:00	7	5	1	1	2	27	116	international:4 | party_apparatus:2 | press_media:1 | state_apparatus:1 | security_apparatus:1	Коминтерн:4 | ВКП(б):2 | ЦИК СССР:1 | Правда:1 | Известия:1 | ЦК ВКП(б):1 | НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:12	МАТЕРИАЛЫ СЛЕДСТВИЯ:12	interrogation_protocol:9 | testimony:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.И. Шипихина	2	6755	1935-08-26T13:51:45	1935-10-21T18:34:00	9	5	1	1	2	29	116	security_apparatus:2 | press_media:2 | international:2 | party_apparatus:2 | state_apparatus:2	ЦИК СССР:2 | Правда:2 | НКВД:2 | ВКП(б):2 | ЦК ВКП(б):2 | Коминтерн:2 | ГУГБ:1 | Известия:1 | Политбюро:1	КРЕМЛЕВСКОЕ ДЕЛО:2	ДРУГИЕ ДОКУМЕНТЫ:2	interrogation_protocol:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.Л. Браво	9	5415	1934-12-15T07:00:00	1935-01-10T01:00:00	8	5	1	1	1	27	114	security_apparatus:9 | press_media:3 | party_apparatus:3 | international:1 | state_apparatus:1	ГУГБ:9 | ОО ГУГБ НКВД:9 | НКВД:9 | Правда:3 | ВКП(б):3 | Коминтерн:1 | НКИД:1 | ЦК ВКП(б):1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:9	МАТЕРИАЛЫ СЛЕДСТВИЯ:9	interrogation_protocol:9	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.Д. Соколовой	2	6727	1935-03-25T02:28:00	1935-04-01T14:50:00	10	4	1	2	2	28	114	party_apparatus:2 | state_apparatus:2 | security_apparatus:1 | press_media:1	ВКП(б):2 | ЦИК СССР:2 | ГУГБ:1 | Совнарком:1 | Правда:1 | КПК при ЦК ВКП(б):1 | Секретариат ЦИК СССР:1 | КПК:1 | ЦК ВКП(б):1 | Политбюро:1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:1 | МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1	interrogation_protocol:1 | memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.С. Богуславского	4	7682	1929-10-17T17:44:00	1937-01-18T11:09:24	7	4	2	2	3	28	113	party_apparatus:4 | security_apparatus:3 | press_media:1 | international:1	ВКП(б):4 | ГУГБ:3 | ЦК ВКП(б):3 | НКВД:1 | Коминтерн:1 | Правда:1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3 | ДРУГИЕ ДОКУМЕНТЫ:1	special_report:2 | statement:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.А. Карева	4	10657	1933-03-20T08:07:52	1936-07-23T02:32:00	7	4	2	2	3	28	113	party_apparatus:4 | security_apparatus:3 | international:2 | judicial_apparatus:1	ВКП(б):4 | ГУГБ:2 | ЦК ВКП(б):2 | Коминтерн:2 | Политбюро:1 | Верховный Суд СССР:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3 | ПРЕДЫСТОРИЯ:1	interrogation_protocol:2 | special_report:1 | confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Е. Евдокимова	14	13224	1934-12-14T02:00:00	1936-08-14T04:10:00	6	3	2	2	4	25	112	security_apparatus:7 | party_apparatus:5 | international:5	ГУГБ:7 | НКВД:6 | Коминтерн:5 | ВКП(б):4 | ЦК ВКП(б):3 | Политбюро:3	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:12 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:13 | ДРУГИЕ ДОКУМЕНТЫ:1	interrogation_protocol:8 | testimony:4 | special_report:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.В. Голубенко	11	17948	1936-08-09T00:10:00	1936-10-16T22:00:10	6	4	1	1	5	26	112	security_apparatus:9 | party_apparatus:9 | press_media:3 | state_apparatus:1	ВКП(б):9 | ГУГБ:6 | НКВД:6 | ЦК ВКП(б):5 | Правда:3 | Совнарком:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:11	МАТЕРИАЛЫ СЛЕДСТВИЯ:11	interrogation_protocol:5 | telegram:2 | special_report:2 | memo_note:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.Н. Сахова	9	10241	1934-12-30T04:00:00	1936-08-18T15:07:46	7	3	2	2	4	26	112	international:6 | party_apparatus:5 | security_apparatus:4	Коминтерн:6 | ВКП(б):5 | ЦК ВКП(б):5 | ГУГБ:4 | НКВД:2 | Политбюро:1 | КПК:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:8 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:8 | ДРУГИЕ ДОКУМЕНТЫ:1	interrogation_protocol:5 | statement:2 | confrontation_protocol:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.М. Гертика	11	6540	1934-12-10T00:22:00	1936-09-01T02:36:00	7	3	2	1	4	25	111	security_apparatus:8 | party_apparatus:4 | international:1	ГУГБ:8 | НКВД:4 | ВКП(б):3 | ЦК ВКП(б):2 | ИНО ГУГБ:1 | Политбюро:1 | Коминтерн:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:10 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:11	interrogation_protocol:6 | confrontation_protocol:3 | special_report:1 | testimony:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Т. Смилги	4	3859	1929-07-10T11:11:00	1936-09-03T00:36:00	5	4	3	2	3	28	111	party_apparatus:4 | press_media:2 | international:1 | security_apparatus:1	ВКП(б):4 | ЦК ВКП(б):3 | Правда:2 | Коминтерн:1 | ГУГБ:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3 | ДРУГИЕ ДОКУМЕНТЫ:1	special_report:2 | interrogation_protocol:1 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.А. Тер-Ваганян	3	4985	1936-07-16T00:10:00	1936-08-14T05:10:00	10	4	1	2	1	27	111	party_apparatus:3 | security_apparatus:2 | international:1 | judicial_apparatus:1	ВКП(б):3 | ЦК ВКП(б):3 | ГУГБ:2 | НКВД:2 | ОО ГУГБ НКВД:1 | Коминтерн:1 | Политбюро:1 | ИНО ГУГБ:1 | КПК:1 | Прокуратура СССР:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:2 | СПРАВКА:1	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.В. Комогорова	1	6540	1935-07-20T21:42:57	1935-07-20T21:42:57	9	5	1	1	1	28	111	security_apparatus:1 | press_media:1 | international:1 | party_apparatus:1 | state_apparatus:1	ГУГБ:1 | Правда:1 | НКВД:1 | Совнарком:1 | Лига Наций:1 | ВКП(б):1 | Известия:1 | ЦК ВКП(б):1 | Коминтерн:1	РАЗНЫЕ ДОКУМЕНТЫ:1	РАЗНЫЕ ДОКУМЕНТЫ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.З. Мехлиса	6	9313	1935-08-06T11:52:06	1937-01-26T09:13:34	5	4	3	1	3	27	110	press_media:6 | party_apparatus:5 | security_apparatus:3 | state_apparatus:2	Правда:6 | ЦК ВКП(б):5 | ВКП(б):5 | НКВД:3 | Совнарком:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:4 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | КРЕМЛЕВСКОЕ ДЕЛО:1	ДРУГИЕ ДОКУМЕНТЫ:6	letter:3 | administrative_report:2 | memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Ю. Тивеля	5	11427	1936-07-31T01:32:00	1936-11-29T08:23:19	9	4	1	1	2	26	109	party_apparatus:5 | security_apparatus:5 | international:3 | press_media:3	ГУГБ:5 | ВКП(б):5 | ЦК ВКП(б):5 | НКВД:3 | Коминтерн:3 | Политбюро:2 | Правда:2 | Известия:1 | ОО ГУГБ НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	special_report:3 | interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Р.В. Пикеля	4	10482	1936-06-22T01:14:00	1936-07-22T00:10:00	7	5	1	1	2	27	108	party_apparatus:4 | security_apparatus:4 | international:4 | press_media:1 | judicial_apparatus:1	ВКП(б):4 | Коминтерн:4 | ГУГБ:2 | НКВД:2 | Правда:1 | Верховный Суд СССР:1 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:3 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.К. Федотова	3	9517	1936-02-28T01:42:00	1936-04-22T00:00:00	8	5	1	1	1	27	108	party_apparatus:3 | security_apparatus:3 | press_media:1 | international:1 | state_apparatus:1	ГУГБ:3 | НКВД:3 | ВКП(б):3 | ЦК ВКП(б):3 | ИККИ:1 | Правда:1 | Коминтерн:1 | Совнарком:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.Д. Троцкий	28	19398	1930-01-10T08:19:39	1933-01-16T12:21:40	4	3	2	3	1	21	107	international:4 | press_media:3 | party_apparatus:1	Коминтерн:4 | Правда:2 | Известия:1 | ВКП(б):1	ТРОЦКИЙ:15 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:13	ТРОЦКИЙ:15 | ОЛЬБЕРГ:12 | ДРУГИЕ ДОКУМЕНТЫ:1	letter:28	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.В. Шмидта	4	16257	1937-02-22T22:14:47	1937-05-22T11:12:23	8	4	1	1	3	26	107	press_media:4 | party_apparatus:4 | security_apparatus:2 | state_apparatus:2	ВКП(б):4 | ЦК ВКП(б):3 | Политбюро:3 | Правда:3 | Известия:2 | Совнарком:2 | ГУГБ:1 | НКВД:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	statement:2 | special_report:1 | session_transcript:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.М. Харитонова	11	4923	1934-12-22T06:00:00	1935-03-12T11:01:21	7	3	1	2	4	24	106	party_apparatus:8 | security_apparatus:6 | international:2	ВКП(б):8 | ЦК ВКП(б):6 | ГУГБ:4 | НКВД:3 | Коминтерн:2 | КПК при ЦК ВКП(б):1 | КПК:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:11	МАТЕРИАЛЫ СЛЕДСТВИЯ:9 | ДРУГИЕ ДОКУМЕНТЫ:2	interrogation_protocol:5 | special_report:2 | statement:2 | letter:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Гавен	2	5433	1936-04-15T09:29:00	1936-04-23T00:00:00	7	5	1	1	2	27	106	security_apparatus:2 | party_apparatus:2 | press_media:1 | international:1 | state_apparatus:1	ГУГБ:2 | ВКП(б):2 | Правда:1 | НКВД:1 | НКИД:1 | ЦК ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.А. Угланова	6	6644	1933-02-25T14:29:43	1936-09-23T03:36:00	6	3	2	2	4	25	104	party_apparatus:5 | press_media:2 | security_apparatus:1	ВКП(б):5 | ЦК ВКП(б):4 | Политбюро:3 | Правда:2 | КПК:1 | ГУГБ:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:5 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ПРЕДЫСТОРИЯ:5 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	statement:2 | testimony:2 | special_report:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.А. Балицкого	13	9204	1935-12-05T02:28:10	1936-09-20T16:59:17	5	3	2	1	4	23	103	party_apparatus:11 | security_apparatus:11 | state_apparatus:1	ЦК ВКП(б):11 | ВКП(б):11 | НКВД:11 | ГУГБ:4 | Совнарком:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:11 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:13	memo_note:6 | special_report:4 | telegram:2 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.А. Чихладзе	6	10243	1936-08-15T14:27:47	1937-02-08T16:46:30	6	4	2	1	2	25	103	state_apparatus:2 | party_apparatus:2 | security_apparatus:1 | press_media:1	Совнарком:2 | ВКП(б):2 | ЦК ВКП(б):1 | ГУГБ:1 | Правда:1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:5 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:6	testimony:3 | interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
